id,order_id,product_id,quantity,unit_price
262,92,925,1,8880.0
263,92,294,1,9055.0
264,93,698,1,2352.0
265,93,859,1,6980.6
266,93,141,1,2517.0
267,93,644,2,3048.0
268,94,136,1,3948.0
269,94,806,1,5982.0
270,95,991,1,7955.0
271,95,826,1,4480.0
272,95,303,1,5872.0
273,95,765,2,6605.35
274,95,892,3,7456.5
275,96,550,1,1575.0
276,96,127,1,6791.0
277,97,906,1,4571.1
278,97,966,1,1578.0
279,98,120,3,9874.0
280,98,144,4,4182.0
281,98,47,1,7944.3
282,99,761,1,4554.9
283,99,714,2,7209.0
284,99,969,2,2237.0
285,100,34,1,6352.0
286,100,707,2,8725.0
287,100,380,4,915.0
288,100,223,1,8661.0
289,100,455,1,3962.0
290,101,94,1,9164.0
291,101,679,1,3570.0
292,101,218,1,1170.0
293,101,658,2,8943.0
294,102,222,2,9866.0
295,102,833,2,4192.2
296,103,554,2,233.0
297,103,257,1,7278.0
298,103,818,2,628.0
299,103,179,1,520.0
300,103,113,1,7641.0
301,104,66,1,7679.0
302,104,488,1,8607.0
303,105,803,2,8013.6
304,105,931,1,902.0
305,106,703,1,355.3
306,106,111,1,1871.0
307,107,640,1,149.0
308,107,649,1,3373.2
309,108,102,1,2287.8
310,108,813,2,8215.0
311,108,719,1,5252.0
312,109,748,1,3303.0
313,109,98,2,4633.0
314,110,852,1,7019.0
315,110,88,2,3592.0
316,111,576,1,8254.55
317,111,338,2,2470.0
318,111,687,3,3352.5
319,111,126,1,2141.0
320,111,421,1,1481.0
321,112,359,1,7870.0
322,112,866,1,8025.6
323,112,570,2,8389.8
324,112,377,1,2410.2
325,113,274,2,7849.0
326,113,30,3,6030.0
327,113,185,1,5690.0
328,113,280,1,4219.9
329,114,94,1,9164.0
330,114,765,1,6953.0
331,114,544,2,4033.8
332,114,221,1,2040.0
333,114,386,1,8927.1
334,115,435,1,5413.1
335,115,498,1,6551.1
336,116,695,1,9054.0
337,116,608,1,238.45
338,117,217,1,941.0
339,117,786,1,3122.0
340,118,390,2,1994.4
341,118,546,1,6950.0
342,119,20,3,1269.0
343,119,471,1,7574.4
344,120,415,3,4803.0
345,120,22,2,4069.8
346,121,448,1,2248.65
347,121,865,1,485.1
348,122,227,1,1287.0
349,122,342,1,862.2
350,122,798,1,2294.0
351,123,152,1,5338.0
352,123,242,1,1596.0
353,123,106,2,4188.0
354,124,773,1,5857.2
355,124,578,1,1710.0
356,124,779,1,7901.0
357,125,311,1,4935.0
358,125,816,1,781.0
359,126,852,1,7019.0
360,126,294,1,8149.5
361,127,757,2,3373.0
362,127,918,1,8932.85
363,127,43,1,9913.0
364,127,461,1,2549.0
365,127,931,4,902.0
366,128,449,1,7175.7
367,128,450,1,8552.0
368,129,613,2,7618.0
369,129,54,1,3870.0
370,130,873,3,8750.7
371,130,673,2,5511.0
372,131,318,2,510.0
373,131,991,1,7955.0
374,131,672,1,6139.85
375,131,716,1,3563.0
376,132,702,2,7937.1
377,132,935,1,2390.0
378,132,540,1,2453.0
379,132,96,1,4203.75
380,132,662,1,8640.0
381,133,520,2,1937.7
382,133,790,1,1125.0
383,133,553,2,8900.1
384,133,856,1,2166.95
385,134,640,1,141.55
386,134,829,1,5377.0
387,134,925,2,8880.0
388,135,460,1,390.45
389,135,240,3,9898.0
390,135,547,1,4917.6
391,136,515,1,8194.0
392,136,541,2,5758.0
393,136,429,2,9647.0
394,136,990,1,9046.0
395,137,872,2,2930.0
396,137,128,1,4449.6
397,137,292,1,3708.8
398,137,86,1,1288.0
399,138,55,1,1263.0
400,138,406,1,2942.0
401,139,860,1,2393.0
402,139,732,1,2495.65
403,139,666,2,8692.0
404,139,344,2,5729.45
405,139,811,1,635.0
406,140,562,1,2463.0
407,140,963,2,5861.0
408,140,745,1,7221.0
409,140,624,1,6067.8
410,141,612,1,1945.0
411,141,549,2,8271.0
412,141,17,1,3522.6
413,141,648,1,5885.1
414,142,999,1,4971.6
415,142,370,1,6417.0
416,143,651,1,6314.0
417,143,397,1,2915.0
418,143,383,1,5755.0
419,144,361,1,6205.0
420,144,560,2,1943.7
421,145,734,3,7386.0
422,145,795,1,1971.0
423,146,528,1,9124.0
424,146,408,1,9336.0
425,146,835,2,1626.0
426,146,557,1,9304.0
427,146,485,1,5822.55
428,147,192,2,4095.0
429,147,509,3,2090.7
430,148,441,4,7270.0
431,148,617,1,6667.0
432,149,457,2,5593.0
433,149,618,2,7922.0
434,150,630,4,1441.0
435,150,446,1,4480.2
436,150,282,1,5288.0
437,150,655,3,1753.0
438,151,69,2,3972.0
439,151,242,1,1436.4
440,152,380,1,915.0
441,152,381,1,6342.3
442,153,984,1,5334.0
443,153,117,1,8023.7
444,154,457,4,5593.0
445,154,220,2,8854.95
446,155,177,2,6143.0
447,155,921,2,7517.0
448,156,913,1,8161.0
449,156,308,2,3050.1
450,156,872,1,2930.0
451,157,568,1,4501.8
452,157,587,1,9243.0
453,158,539,1,7229.7
454,158,421,1,1481.0
455,158,788,1,9311.9
456,159,849,1,7120.8
457,159,799,1,5103.0
458,160,128,1,4944.0
459,160,531,1,2626.0
460,161,867,1,894.6
461,161,81,1,751.0
462,161,257,1,7278.0
463,161,202,1,9628.0
464,162,640,3,149.0
465,162,738,2,5308.2
466,163,972,2,8722.0
467,163,657,2,741.6
468,164,643,1,7834.0
469,164,559,1,7104.1
470,164,297,1,5049.0
471,165,209,1,9759.0
472,165,349,2,7367.0
473,165,622,3,5990.0
474,166,478,1,3086.0
475,166,126,1,2141.0
476,167,255,3,8267.0
477,167,986,3,3535.0
478,167,887,1,4347.0
479,168,316,1,4175.25
480,168,510,1,7392.0
481,168,24,1,625.0
482,169,864,1,8937.0
483,169,670,1,7686.0
484,169,689,1,6941.0
485,170,53,1,5639.0
486,170,584,1,2937.0
487,171,846,1,2811.0
488,171,639,3,4891.55
489,171,697,1,1317.0
490,172,617,1,6667.0
491,172,522,1,9132.0
492,173,621,1,8537.4
493,173,915,1,8184.25
494,173,528,4,9124.0
495,174,502,1,1359.0
496,174,726,1,9858.0
497,174,577,3,3661.2
498,175,645,1,5729.4
499,175,28,1,4140.0
500,175,612,1,1945.0
501,175,486,1,6573.6
502,176,587,2,9243.0
503,176,971,1,9711.0
504,177,514,1,1983.6
505,177,794,2,6467.0
506,178,679,1,3570.0
507,178,490,3,2903.2
508,179,889,1,7134.0
509,179,739,1,9898.0
510,179,698,3,2352.0
511,180,722,1,6475.0
512,180,213,1,993.0
513,180,707,1,7852.5
514,180,501,2,7097.45
515,181,298,2,8016.0
516,181,44,3,1932.0
517,181,295,2,5761.0
518,181,979,1,116.1
519,182,112,2,7811.0
520,182,631,1,5424.3
521,183,339,1,2958.0
522,183,735,1,2043.0
523,184,488,2,8607.0
524,184,489,1,7055.0
525,184,667,3,2544.0
526,184,205,2,7534.0
527,185,936,2,3741.0
528,185,944,4,5604.05
529,185,180,2,6249.0
530,185,428,3,9974.0
531,185,904,2,1515.0
532,186,344,1,5729.45
533,186,292,2,3904.0
534,186,466,2,8115.85
535,186,657,1,824.0
536,187,736,2,7453.0
537,187,191,1,4122.0
538,187,15,1,3087.5
539,188,98,4,4401.35
540,188,190,1,9807.0
541,189,274,1,7064.1
542,189,977,2,9749.0
543,190,684,1,8501.0
544,190,122,1,5769.9
545,191,303,1,5872.0
546,191,377,1,2544.1
547,191,630,2,1296.9
548,191,227,1,1287.0
549,192,224,2,4473.9
550,192,781,2,832.0
551,192,254,1,2855.7
552,193,849,3,7912.0
553,193,561,1,6214.0
554,194,697,2,1251.15
555,194,211,1,5410.8
556,195,426,1,5023.8
557,195,468,1,5880.0
558,196,224,1,4722.45
559,196,593,1,4812.0
560,197,957,1,9668.0
561,197,484,2,838.85
562,197,33,1,6665.2
563,197,294,1,8602.25
564,198,137,1,3025.8
565,198,670,1,7686.0
566,198,881,2,9708.0
567,198,357,2,1657.0
568,199,545,1,1601.7
569,199,389,1,226.0
570,199,844,1,5045.0
571,200,959,1,1016.0
572,200,905,1,5529.6
573,200,911,1,110.7
574,201,240,1,9898.0
575,201,553,1,9889.0
576,202,592,2,5754.0
577,202,613,1,7618.0
578,202,792,4,2995.2
579,203,972,2,8722.0
580,203,606,1,2831.0
581,204,688,2,8706.75
582,204,391,1,3676.5
583,204,805,1,4728.6
584,204,538,1,1081.0
585,204,327,1,636.0
586,205,427,1,8778.95
587,205,571,1,372.0
588,206,380,1,915.0
589,206,95,1,3372.5
590,207,824,1,4234.5
591,207,780,1,7512.0
592,208,960,3,6463.0
593,208,195,2,5617.35
594,209,938,1,9702.0
595,209,246,1,6516.9
596,210,510,2,7022.4
597,210,478,2,3086.0
598,210,101,3,258.0
599,211,760,1,1109.7
600,211,150,1,3818.05
601,211,17,1,3914.0
602,211,268,1,9230.2
603,212,967,1,3499.8
604,212,702,3,8378.05
605,212,346,1,810.0
606,213,939,4,1156.0
607,213,911,1,123.0
608,213,556,3,841.0
609,214,70,1,7187.4
610,214,725,1,3903.0
611,214,155,1,6100.2
612,215,565,1,7074.9
613,215,422,2,3743.1
614,216,441,3,7270.0
615,216,826,3,4032.0
616,216,963,1,5861.0
617,217,407,1,1267.3
618,217,81,1,751.0
619,218,670,1,7301.7
620,218,879,1,1254.6
621,218,666,1,8692.0
622,218,778,2,3489.0
623,219,580,2,3440.0
624,219,879,1,1254.6
625,219,998,1,7213.0
626,219,98,3,4633.0
627,220,871,1,9412.0
628,220,323,1,2205.9
629,221,855,1,4501.8
630,221,870,1,6016.0
631,222,448,2,2367.0
632,222,238,1,4573.8
633,223,650,2,7300.75
634,223,280,1,4442.0
635,224,600,1,7055.1
636,224,677,1,9726.0
637,225,803,1,8458.8
638,225,650,1,7685.0
639,226,780,1,7512.0
640,226,277,1,1656.8
641,227,92,1,8267.4
642,227,363,1,2102.0
643,228,87,3,9324.0
644,228,743,1,2374.0
645,229,505,1,2990.6
646,229,150,1,4019.0
647,230,253,1,8090.1
648,230,739,1,9403.1
649,231,341,2,5133.8
650,231,862,1,2151.0
651,231,636,1,8461.0
652,231,390,1,2216.0
653,231,824,1,4705.0
654,232,649,1,3748.0
655,232,503,1,6112.0
656,232,991,2,7557.25
657,233,559,2,6730.2
658,233,185,1,5405.5
659,234,71,2,2657.15
660,234,839,1,9568.0
661,234,869,1,9830.0
662,234,815,2,8548.1
663,235,411,3,7392.9
664,235,548,1,2710.0
665,235,519,2,6147.0
666,236,255,2,8267.0
667,236,674,1,6179.0
668,237,991,3,7557.25
669,237,771,1,8466.0
670,237,340,1,308.7
671,238,457,1,5033.7
672,238,384,2,9817.0
673,238,401,1,5183.0
674,239,88,2,3592.0
675,239,119,1,9131.4
676,239,852,2,6317.1
677,239,964,1,8858.75
678,240,69,2,3972.0
679,240,308,1,3389.0
680,240,46,1,1503.0
681,241,574,3,9577.0
682,241,437,2,1757.0
683,242,756,2,6210.15
684,242,629,1,3494.1
685,243,721,2,2484.9
686,243,829,1,4839.3
687,244,269,1,2534.0
688,244,687,1,3352.5
689,244,884,1,1001.0
690,245,834,2,4915.8
691,245,690,1,5504.0
692,245,723,1,2392.0
693,246,524,1,906.3
694,246,398,1,6028.0
695,246,429,1,8682.3
696,247,192,2,3685.5
697,247,323,1,2322.0
698,248,987,1,4089.75
699,248,576,1,8254.55
700,248,518,1,5167.0
701,248,669,1,3792.0
702,249,173,1,1162.8
703,249,800,1,2416.0
704,249,469,1,3168.0
705,250,775,2,7208.1
706,250,43,1,9417.35
707,250,779,1,7901.0
708,251,357,2,1574.15
709,251,883,2,1512.0
710,252,360,1,1423.1
711,252,882,1,7267.0
712,252,728,2,5929.0
713,253,552,1,897.0
714,253,173,1,1224.0
715,254,139,1,6890.0
716,254,986,4,3535.0
717,254,769,2,6647.0
718,254,805,1,5254.0
719,255,146,1,5033.1
720,255,592,1,5754.0
721,256,959,1,965.2
722,256,899,1,6919.0
723,257,715,1,1495.8
724,257,367,1,7600.0
725,257,871,2,8941.4
726,258,592,1,5466.3
727,258,134,2,7852.0
728,259,17,1,3718.3
729,259,128,1,4696.8
730,259,952,1,8040.0
731,259,879,2,1394.0
732,260,671,1,6924.0
733,260,370,2,7130.0
734,261,774,2,8299.0
735,261,240,1,9403.1
736,261,440,1,2482.2
737,262,713,2,241.3
738,262,352,2,9392.65
739,263,105,1,6074.0
740,263,106,1,4188.0
741,263,321,1,842.0
742,264,169,2,3567.0
743,264,451,3,2453.4
744,264,360,2,1498.0
745,265,604,3,1069.0
746,265,748,2,3303.0
747,265,394,1,1375.0
748,265,360,1,1348.2
749,266,708,2,6602.0
750,266,28,1,3726.0
751,266,869,1,9338.5
752,266,868,1,1947.0
753,267,654,1,356.0
754,267,609,4,1858.0
755,268,375,1,571.9
756,268,560,3,2046.0
757,268,700,1,7571.0
758,269,972,1,7849.8
759,269,809,2,7003.4
760,269,408,2,9336.0
761,269,519,1,6147.0
762,270,944,3,5899.0
763,270,209,1,9271.05
764,271,659,2,8355.0
765,271,68,1,8956.0
766,271,318,3,510.0
767,272,760,2,1233.0
768,272,674,1,6179.0
769,273,802,1,7031.0
770,273,843,1,7109.0
771,273,739,2,9898.0
772,274,66,2,6911.1
773,274,270,1,5466.3
774,275,581,1,7826.0
775,275,171,2,1441.0
776,275,377,1,2410.2
777,276,48,1,7887.0
778,276,484,1,883.0
779,277,430,1,6521.0
780,277,230,1,4871.0
781,277,330,1,6623.0
782,278,824,4,4469.75
783,278,529,1,4807.95
784,279,567,1,5318.0
785,279,468,1,5880.0
786,280,792,1,3328.0
787,280,795,1,1872.45
788,280,201,1,6052.5
789,280,751,1,7155.0
790,280,923,3,2646.0
791,281,211,4,5711.4
792,281,543,1,5328.0
793,282,238,2,4827.9
794,282,919,2,2241.0
795,283,518,2,5167.0
796,283,137,1,3362.0
797,283,653,1,1948.0
798,284,821,2,5844.0
799,284,403,1,1968.0
800,285,789,1,3619.0
801,285,599,1,1653.95
802,286,789,1,3438.05
803,286,213,1,993.0
804,287,722,1,6475.0
805,287,714,2,7209.0
806,288,406,1,2942.0
807,288,526,1,3604.3
808,288,51,2,5596.2
809,288,694,2,5870.0
810,288,307,1,4935.0
811,289,228,1,9143.0
812,289,134,1,7852.0
813,289,203,3,8798.0
814,289,844,1,5045.0
815,290,95,2,3550.0
816,290,927,1,1960.8
817,290,868,1,1752.3
818,290,850,1,3614.75
819,291,363,3,2102.0
820,291,220,1,9321.0
821,292,303,1,5284.8
822,292,511,1,5792.0
823,293,906,1,4571.1
824,293,817,2,6711.75
825,294,935,1,2390.0
826,294,580,1,3440.0
827,294,515,1,8194.0
828,295,786,3,3122.0
829,295,599,1,1741.0
830,295,239,1,8947.0
831,296,958,4,4160.0
832,296,860,1,2153.7
833,297,606,2,2980.0
834,297,29,3,8709.3
835,298,830,1,2429.0
836,298,903,1,7720.0
837,298,994,1,1183.5
838,298,505,1,2833.2
839,299,826,2,4480.0
840,299,134,1,7852.0
841,299,349,1,7367.0
842,300,75,2,8533.85
843,300,383,1,5755.0
844,301,448,3,2367.0
845,301,811,1,571.5
846,301,655,2,1577.7
847,302,388,1,4286.0
848,302,315,2,1911.6
849,302,752,1,4817.7
850,302,706,1,7821.9
851,303,580,3,3440.0
852,303,107,1,9273.0
853,304,907,1,6133.0
854,304,987,1,4305.0
855,305,806,2,5982.0
856,305,111,1,1777.45
857,306,360,2,1348.2
858,306,560,2,2046.0
859,306,385,1,5153.0
860,306,104,2,7141.0
861,307,76,1,921.0
862,307,351,1,9690.0
863,307,175,1,1951.2
864,307,910,2,8972.0
865,307,385,1,5153.0
866,308,340,3,325.85
867,308,211,2,5410.8
868,309,51,1,5907.1
869,309,403,1,1968.0
870,310,641,1,842.0
871,310,615,1,3264.0
872,310,492,3,4695.85
873,310,205,2,7534.0
874,311,94,1,9164.0
875,311,658,2,8943.0
876,311,558,1,4828.0
877,312,276,1,8329.0
878,312,578,1,1900.0
879,313,567,1,4786.2
880,313,63,1,6026.4
881,313,861,2,6071.45
882,314,405,2,1784.0
883,314,925,1,7992.0
884,315,973,1,6581.0
885,315,776,3,1506.0
886,316,446,2,4716.0
887,316,207,1,2058.0
888,316,843,1,6398.1
889,316,643,1,7834.0
890,316,152,2,4804.2
891,317,639,1,4891.55
892,317,602,1,7103.7
893,317,536,1,5049.0
894,317,801,3,8883.9
895,318,353,1,7962.9
896,318,899,1,6573.05
897,318,421,1,1481.0
898,319,412,2,4600.0
899,319,40,2,1843.0
900,319,406,2,2942.0
901,320,319,2,3726.0
902,320,288,3,7156.0
903,320,864,1,9433.5
904,320,504,2,4666.0
905,321,193,3,5993.55
906,321,453,2,6741.9
907,321,217,2,941.0
908,322,519,1,6147.0
909,322,414,2,7504.0
910,323,60,1,6769.0
911,323,256,3,4475.0
912,324,651,2,6314.0
913,324,946,1,3713.4
914,324,127,1,6451.45
915,325,916,2,1491.0
916,325,265,1,2219.2
917,326,220,1,9321.0
918,326,878,1,2470.95
919,326,227,1,1430.0
920,326,663,1,4608.0
921,327,623,3,2036.0
922,327,825,1,5131.9
923,328,694,1,5283.0
924,328,534,1,3197.7
925,328,845,4,6005.0
926,329,701,1,8016.0
927,329,111,4,1871.0
928,330,668,2,8913.0
929,330,306,2,8635.5
930,330,193,1,6309.0
931,330,154,2,2603.0
932,330,530,2,8334.0
933,331,37,2,5105.7
934,331,598,2,8800.0
935,332,929,1,5470.0
936,332,964,2,8392.5
937,332,688,1,9165.0
938,332,368,1,9213.0
939,333,922,1,3421.0
940,333,344,1,6031.0
941,333,671,1,6231.6
942,333,92,1,9186.0
943,333,228,1,8228.7
944,334,200,2,362.9
945,334,513,1,2804.4
946,334,123,1,827.0
947,335,584,3,2790.15
948,335,915,1,8615.0
949,336,321,1,842.0
950,336,650,1,7685.0
951,336,60,1,6769.0
952,336,5,1,3715.45
953,336,463,1,1991.2
954,337,547,2,5464.0
955,337,205,2,6780.6
956,338,255,2,8267.0
957,338,232,1,3727.8
958,338,711,1,619.0
959,339,298,2,7214.4
960,339,467,1,2329.4
961,340,769,3,6314.65
962,340,193,1,6309.0
963,340,169,2,3567.0
964,341,127,2,6791.0
965,341,376,1,6263.0
966,341,729,2,2828.7
967,342,670,1,7686.0
968,342,857,1,8861.6
969,342,21,1,4110.0
970,343,646,1,1414.0
971,343,10,2,5614.0
972,343,309,1,8797.0
973,344,633,1,9483.0
974,344,121,1,4715.1
975,344,290,1,2968.0
976,345,303,1,5872.0
977,345,165,2,8408.45
978,345,41,1,3358.0
979,346,588,1,4835.0
980,346,686,2,5226.0
981,347,304,1,4206.0
982,347,271,2,9003.0
983,348,757,1,3373.0
984,348,119,1,9612.0
985,349,637,2,2261.0
986,349,275,1,2592.0
987,350,279,1,2497.55
988,350,856,1,2281.0
989,350,395,1,9494.0
990,350,707,4,8725.0
991,350,872,1,2637.0
992,351,626,2,3346.2
993,351,389,1,226.0
994,352,452,2,2514.0
995,352,48,2,7098.3
996,352,65,2,2156.4
997,352,268,2,9716.0
998,353,98,2,4401.35
999,353,444,1,4911.5
1000,353,678,1,3169.8
1001,354,870,2,6016.0
1002,354,481,1,4921.0
1003,355,229,1,6453.35
1004,355,564,2,737.0
1005,356,878,1,2601.0
1006,356,511,4,5792.0
1007,357,1,2,1731.6
1008,357,846,1,2529.9
1009,357,94,1,8705.8
1010,358,865,2,485.1
1011,358,466,1,8543.0
1012,358,340,2,343.0
1013,358,574,1,9577.0
1014,359,820,1,3982.0
1015,359,299,1,9470.0
1016,359,561,1,5903.3
1017,360,953,1,5100.55
1018,360,873,2,9723.0
1019,361,649,2,3748.0
1020,361,858,2,5560.35
1021,362,511,1,5792.0
1022,362,5,1,3715.45
1023,363,933,1,7508.0
1024,363,182,1,4536.9
1025,363,709,1,7620.0
1026,363,593,1,4571.4
1027,364,255,3,8267.0
1028,364,281,1,1415.0
1029,364,408,1,8402.4
1030,365,322,3,2002.0
1031,365,729,1,2828.7
1032,365,755,2,4071.0
1033,366,183,1,9372.0
1034,366,516,2,8528.4
1035,366,556,1,756.9
1036,366,711,3,588.05
1037,366,653,2,1753.2
1038,367,536,1,5049.0
1039,367,110,1,4165.0
1040,367,26,4,5255.0
1041,367,391,1,3870.0
1042,368,834,1,4915.8
1043,368,464,2,6830.1
1044,369,713,1,241.3
1045,369,295,1,5761.0
1046,369,710,3,3800.0
1047,369,681,1,4021.0
1048,370,454,1,972.0
1049,370,850,2,3424.5
1050,370,231,2,4732.0
1051,370,934,2,1651.0
1052,371,986,2,3535.0
1053,371,178,1,2643.85
1054,372,867,1,944.3
1055,372,262,2,4579.0
1056,373,793,1,8119.0
1057,373,955,1,522.0
1058,373,641,1,842.0
1059,374,806,1,5383.8
1060,374,518,1,5167.0
1061,374,164,1,6724.0
1062,375,771,1,7619.4
1063,375,634,2,5475.0
1064,376,658,3,8943.0
1065,376,629,3,3678.0
1066,377,554,1,209.7
1067,377,742,2,8637.0
1068,378,304,1,3785.4
1069,378,920,1,5261.0
1070,378,668,1,8021.7
1071,379,645,1,6047.7
1072,379,793,2,8119.0
1073,380,794,1,6467.0
1074,380,446,1,4716.0
1075,380,663,1,4608.0
